Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
100,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_100.txt,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-58.0,True,128.0,6.0,51342.0,457.0,218.0,46209.0,430.0,211.0
101,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_101.txt,0.0,-31.0,0.0,-31.0,0.0,-198.0,0.0,-198.0,0.0,-31.0,0.0,-229.0,True,128.0,21.0,60240.0,492.0,240.0,53340.0,464.0,210.0
102,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_102.txt,0.0,-127.0,0.0,-127.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,-87.0,False,128.0,7.0,39990.0,416.0,193.0,33282.0,387.0,129.0
103,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_103.txt,0.0,-50.0,0.0,-50.0,0.0,-147.0,0.0,-147.0,0.0,-50.0,0.0,-197.0,True,128.0,15.0,66584.0,522.0,246.0,61254.0,495.0,246.0
104,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_104.txt,25.0,25.0,25.0,25.0,0.0,-56.0,0.0,-56.0,25.0,25.0,25.0,-31.0,False,128.0,12.0,26730.0,453.0,128.0,23754.0,325.0,111.0
105,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_105.txt,0.0,-82.0,0.0,-82.0,0.0,-24.0,0.0,-24.0,0.0,-24.0,0.0,-106.0,True,128.0,20.0,24840.0,319.0,154.0,20650.0,293.0,118.0
106,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_106.txt,0.0,-236.0,0.0,-236.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-228.0,False,128.0,14.0,41832.0,437.0,190.0,39087.0,432.0,129.0
107,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_107.txt,0.0,-21.0,0.0,-21.0,0.0,-143.0,0.0,-143.0,0.0,-21.0,0.0,-164.0,True,128.0,17.0,43952.0,465.0,182.0,33136.0,413.0,109.0
108,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_108.txt,0.0,-34.0,0.0,-34.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-62.0,True,128.0,8.0,26460.0,416.0,142.0,24640.0,332.0,112.0
109,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_109.txt,0.0,-30.0,0.0,-30.0,0.0,-185.0,0.0,-185.0,0.0,-30.0,0.0,-215.0,True,128.0,11.0,57900.0,493.0,228.0,57900.0,493.0,193.0
110,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_110.txt,0.0,-171.0,0.0,-171.0,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-200.0,True,128.0,14.0,50336.0,495.0,205.0,45792.0,462.0,144.0
111,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_111.txt,0.0,-31.0,0.0,-31.0,0.0,-100.0,0.0,-100.0,0.0,-31.0,0.0,-131.0,True,128.0,16.0,42861.0,430.0,203.0,35931.0,380.0,177.0
112,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_112.txt,0.0,-99.0,0.0,-99.0,0.0,-108.0,0.0,-108.0,0.0,-99.0,0.0,-207.0,True,128.0,17.0,44517.0,422.0,209.0,44517.0,422.0,209.0
113,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_113.txt,51.0,51.0,51.0,51.0,0.0,-151.0,0.0,-151.0,51.0,51.0,51.0,-100.0,False,128.0,7.0,46886.0,439.0,215.0,45630.0,439.0,169.0
114,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_114.txt,0.0,-92.0,0.0,-92.0,0.0,-99.0,0.0,-99.0,0.0,-92.0,0.0,-191.0,True,128.0,20.0,38817.0,399.0,176.0,29952.0,348.0,156.0
115,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_115.txt,38.0,38.0,38.0,38.0,0.0,-169.0,0.0,-169.0,38.0,38.0,38.0,-131.0,False,128.0,10.0,53320.0,488.0,223.0,51290.0,453.0,223.0
116,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_116.txt,0.0,-165.0,0.0,-165.0,0.0,-48.0,0.0,-48.0,0.0,-48.0,0.0,-213.0,True,128.0,18.0,48692.0,447.0,204.0,48692.0,447.0,188.0
117,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_117.txt,0.0,-73.0,0.0,-73.0,0.0,-22.0,0.0,-22.0,0.0,-22.0,0.0,-95.0,True,128.0,14.0,49599.0,470.0,200.0,36888.0,391.0,159.0
118,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_118.txt,0.0,-78.0,0.0,-78.0,0.0,-233.0,0.0,-233.0,0.0,-78.0,0.0,-311.0,True,128.0,21.0,49707.0,460.0,215.0,49179.0,460.0,169.0
119,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_119.txt,22.0,22.0,22.0,22.0,0.0,-216.0,0.0,-216.0,22.0,22.0,22.0,-194.0,False,128.0,16.0,40992.0,416.0,186.0,30510.0,383.0,113.0
120,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_120.txt,0.0,-38.0,0.0,-38.0,0.0,-97.0,0.0,-97.0,0.0,-38.0,0.0,-135.0,True,128.0,13.0,47532.0,437.0,204.0,40480.0,404.0,184.0
121,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_121.txt,0.0,-52.0,0.0,-52.0,0.0,-155.0,0.0,-155.0,0.0,-52.0,0.0,-207.0,True,128.0,11.0,75152.0,552.0,258.0,75152.0,552.0,244.0
122,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_122.txt,0.0,-144.0,0.0,-144.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-159.0,True,128.0,15.0,72956.0,550.0,248.0,66712.0,517.0,248.0
123,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_123.txt,0.0,-178.0,0.0,-178.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-278.0,True,128.0,18.0,64660.0,509.0,244.0,64660.0,509.0,244.0
124,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_124.txt,13.0,13.0,13.0,13.0,0.0,-111.0,0.0,-111.0,13.0,13.0,13.0,-98.0,False,128.0,14.0,44707.0,428.0,201.0,35045.0,378.0,163.0
125,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_125.txt,0.0,-146.0,0.0,-146.0,0.0,-64.0,0.0,-64.0,0.0,-64.0,0.0,-210.0,True,128.0,13.0,74800.0,553.0,272.0,74800.0,547.0,272.0
126,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_126.txt,0.0,-1.0,0.0,-1.0,0.0,-173.0,0.0,-173.0,0.0,-1.0,0.0,-174.0,True,128.0,14.0,58300.0,492.0,229.0,56560.0,482.0,202.0
127,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_127.txt,0.0,-141.0,0.0,-141.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,-103.0,False,128.0,17.0,57062.0,496.0,228.0,39744.0,426.0,138.0
128,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_128.txt,0.0,-140.0,0.0,-140.0,0.0,-160.0,0.0,-160.0,0.0,-140.0,0.0,-300.0,True,128.0,17.0,65905.0,514.0,245.0,65905.0,514.0,245.0
129,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_129.txt,0.0,-43.0,0.0,-43.0,0.0,-76.0,0.0,-76.0,0.0,-43.0,0.0,-119.0,True,128.0,17.0,73143.0,549.0,243.0,55860.0,476.0,210.0
130,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_130.txt,0.0,-47.0,0.0,-47.0,0.0,-191.0,0.0,-191.0,0.0,-47.0,0.0,-238.0,True,128.0,15.0,63109.0,571.0,223.0,60960.0,541.0,160.0
131,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_131.txt,0.0,-166.0,0.0,-166.0,0.0,-13.0,0.0,-13.0,0.0,-13.0,0.0,-179.0,True,128.0,18.0,35916.0,442.0,171.0,33976.0,398.0,124.0
132,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_132.txt,0.0,-80.0,0.0,-80.0,0.0,-112.0,0.0,-112.0,0.0,-80.0,0.0,-192.0,True,128.0,21.0,31520.0,357.0,162.0,30932.0,357.0,148.0
133,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_133.txt,0.0,-73.0,0.0,-73.0,0.0,-72.0,0.0,-72.0,0.0,-72.0,0.0,-145.0,True,128.0,15.0,26741.0,341.0,149.0,25926.0,323.0,149.0
134,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_134.txt,0.0,-324.0,0.0,-324.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,-278.0,False,128.0,12.0,53738.0,473.0,204.0,36472.0,473.0,97.0
135,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_135.txt,102.0,102.0,102.0,102.0,0.0,-148.0,0.0,-148.0,102.0,102.0,102.0,-46.0,False,128.0,16.0,33453.0,366.0,177.0,16080.0,281.0,80.0
136,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_136.txt,0.0,-202.0,0.0,-202.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-204.0,True,128.0,18.0,42828.0,446.0,190.0,38634.0,419.0,137.0
137,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_137.txt,0.0,-11.0,0.0,-11.0,0.0,-113.0,0.0,-113.0,0.0,-11.0,0.0,-124.0,True,128.0,15.0,43434.0,436.0,191.0,37054.0,385.0,191.0
138,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_138.txt,0.0,-35.0,0.0,-35.0,0.0,-46.0,0.0,-46.0,0.0,-35.0,0.0,-81.0,True,128.0,5.0,46710.0,454.0,198.0,40420.0,407.0,172.0
139,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_139.txt,0.0,-143.0,0.0,-143.0,0.0,-136.0,0.0,-136.0,0.0,-136.0,0.0,-279.0,True,128.0,15.0,53502.0,467.0,222.0,53502.0,463.0,222.0
140,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_140.txt,0.0,-162.0,0.0,-162.0,0.0,-68.0,0.0,-68.0,0.0,-68.0,0.0,-230.0,True,128.0,13.0,69052.0,527.0,244.0,67944.0,526.0,228.0
141,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_141.txt,0.0,-68.0,0.0,-68.0,0.0,-95.0,0.0,-95.0,0.0,-68.0,0.0,-163.0,True,128.0,17.0,42926.0,424.0,196.0,39396.0,397.0,196.0
142,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_142.txt,105.0,105.0,105.0,105.0,0.0,-369.0,0.0,-369.0,105.0,105.0,105.0,-264.0,False,128.0,14.0,51324.0,477.0,209.0,33930.0,477.0,87.0
143,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_143.txt,0.0,-82.0,0.0,-82.0,0.0,-131.0,0.0,-131.0,0.0,-82.0,0.0,-213.0,True,128.0,13.0,77816.0,561.0,274.0,75456.0,550.0,262.0
144,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_144.txt,0.0,-176.0,0.0,-176.0,0.0,-186.0,0.0,-186.0,0.0,-176.0,0.0,-362.0,True,128.0,24.0,70074.0,535.0,263.0,69695.0,528.0,263.0
145,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_145.txt,0.0,-177.0,0.0,-177.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-197.0,True,128.0,15.0,39216.0,410.0,191.0,39216.0,410.0,152.0
146,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_146.txt,0.0,-98.0,0.0,-98.0,0.0,-277.0,0.0,-277.0,0.0,-98.0,0.0,-375.0,True,128.0,18.0,91044.0,605.0,281.0,91044.0,605.0,281.0
147,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_147.txt,0.0,-87.0,0.0,-87.0,0.0,-130.0,0.0,-130.0,0.0,-87.0,0.0,-217.0,True,128.0,14.0,56280.0,481.0,218.0,56280.0,481.0,201.0
148,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_148.txt,0.0,-185.0,0.0,-185.0,0.0,-105.0,0.0,-105.0,0.0,-105.0,0.0,-290.0,True,128.0,23.0,55626.0,473.0,219.0,50176.0,452.0,196.0
149,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_149.txt,0.0,-54.0,0.0,-54.0,0.0,-147.0,0.0,-147.0,0.0,-54.0,0.0,-201.0,True,128.0,18.0,80282.0,567.0,274.0,64120.0,509.0,229.0
150,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_150.txt,0.0,-219.0,0.0,-219.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,-136.0,False,128.0,7.0,48951.0,466.0,214.0,41625.0,458.0,125.0
151,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_151.txt,0.0,-7.0,0.0,-7.0,0.0,-193.0,0.0,-193.0,0.0,-7.0,0.0,-200.0,True,128.0,12.0,46200.0,445.0,200.0,46200.0,445.0,165.0
152,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_152.txt,0.0,-72.0,0.0,-72.0,0.0,-33.0,0.0,-33.0,0.0,-33.0,0.0,-105.0,True,128.0,11.0,15104.0,246.0,118.0,15104.0,246.0,118.0
153,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_153.txt,0.0,-61.0,0.0,-61.0,0.0,-40.0,0.0,-40.0,0.0,-40.0,0.0,-101.0,True,128.0,15.0,37887.0,400.0,191.0,32375.0,360.0,175.0
154,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_154.txt,0.0,-46.0,0.0,-46.0,0.0,-195.0,0.0,-195.0,0.0,-46.0,0.0,-241.0,True,128.0,18.0,44312.0,423.0,196.0,42944.0,420.0,176.0
155,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_155.txt,0.0,-59.0,0.0,-59.0,0.0,-150.0,0.0,-150.0,0.0,-59.0,0.0,-209.0,True,128.0,17.0,54096.0,478.0,219.0,50826.0,455.0,197.0
156,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_156.txt,0.0,-87.0,0.0,-87.0,0.0,-61.0,0.0,-61.0,0.0,-61.0,0.0,-148.0,True,128.0,15.0,47670.0,442.0,210.0,41520.0,413.0,173.0
157,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_157.txt,0.0,-87.0,0.0,-87.0,0.0,-124.0,0.0,-124.0,0.0,-87.0,0.0,-211.0,True,128.0,20.0,28215.0,336.0,165.0,28215.0,336.0,165.0
158,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_158.txt,0.0,-155.0,0.0,-155.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,-118.0,False,128.0,11.0,37392.0,403.0,182.0,29568.0,356.0,132.0
159,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_159.txt,31.0,31.0,31.0,31.0,0.0,-374.0,0.0,-374.0,31.0,31.0,31.0,-343.0,False,128.0,20.0,62682.0,551.0,217.0,51408.0,551.0,119.0
160,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_160.txt,0.0,-47.0,0.0,-47.0,0.0,-215.0,0.0,-215.0,0.0,-47.0,0.0,-262.0,True,128.0,14.0,55521.0,478.0,217.0,55521.0,478.0,199.0
161,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_161.txt,0.0,-105.0,0.0,-105.0,0.0,-194.0,0.0,-194.0,0.0,-105.0,0.0,-299.0,True,128.0,20.0,61056.0,500.0,236.0,57344.0,480.0,224.0
162,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_162.txt,0.0,-52.0,0.0,-52.0,0.0,-68.0,0.0,-68.0,0.0,-52.0,0.0,-120.0,True,128.0,10.0,68880.0,527.0,248.0,65455.0,512.0,247.0
163,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_163.txt,0.0,-50.0,0.0,-50.0,0.0,-161.0,0.0,-161.0,0.0,-50.0,0.0,-211.0,True,128.0,21.0,35136.0,385.0,183.0,35136.0,375.0,183.0
164,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_164.txt,0.0,-133.0,0.0,-133.0,0.0,-92.0,0.0,-92.0,0.0,-92.0,0.0,-225.0,True,128.0,21.0,36050.0,383.0,177.0,35400.0,377.0,177.0
165,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_165.txt,0.0,-77.0,0.0,-77.0,0.0,-190.0,0.0,-190.0,0.0,-77.0,0.0,-267.0,True,128.0,15.0,57132.0,483.0,227.0,57132.0,483.0,207.0
166,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_166.txt,0.0,-133.0,0.0,-133.0,0.0,-151.0,0.0,-151.0,0.0,-133.0,0.0,-284.0,True,128.0,20.0,67818.0,521.0,254.0,67818.0,521.0,254.0
167,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_167.txt,0.0,-1.0,0.0,-1.0,0.0,-97.0,0.0,-97.0,0.0,-1.0,0.0,-98.0,True,128.0,13.0,35490.0,385.0,182.0,30294.0,351.0,153.0
168,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_168.txt,0.0,-6.0,0.0,-6.0,0.0,-76.0,0.0,-76.0,0.0,-6.0,0.0,-82.0,True,128.0,5.0,84150.0,581.0,275.0,71120.0,534.0,254.0
169,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_169.txt,11.0,11.0,11.0,11.0,0.0,-195.0,0.0,-195.0,11.0,11.0,11.0,-184.0,False,128.0,16.0,62816.0,527.0,238.0,61374.0,511.0,193.0
170,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_170.txt,0.0,-30.0,0.0,-30.0,0.0,-224.0,0.0,-224.0,0.0,-30.0,0.0,-254.0,True,128.0,18.0,28060.0,434.0,130.0,28060.0,397.0,92.0
171,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_171.txt,0.0,-226.0,0.0,-226.0,0.0,-87.0,0.0,-87.0,0.0,-87.0,0.0,-313.0,True,128.0,26.0,36192.0,396.0,178.0,35604.0,396.0,138.0
172,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_172.txt,0.0,-87.0,0.0,-87.0,0.0,-44.0,0.0,-44.0,0.0,-44.0,0.0,-131.0,True,128.0,13.0,69422.0,543.0,248.0,55755.0,484.0,189.0
173,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_173.txt,0.0,-34.0,0.0,-34.0,0.0,-112.0,0.0,-112.0,0.0,-34.0,0.0,-146.0,True,128.0,9.0,38088.0,404.0,185.0,38088.0,391.0,184.0
174,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_174.txt,0.0,-143.0,0.0,-143.0,0.0,-224.0,0.0,-224.0,0.0,-143.0,0.0,-367.0,True,128.0,22.0,72816.0,542.0,254.0,71120.0,534.0,254.0
175,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_175.txt,0.0,-167.0,0.0,-167.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-187.0,True,128.0,13.0,83688.0,581.0,279.0,83688.0,581.0,264.0
176,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_176.txt,0.0,-93.0,0.0,-93.0,0.0,-114.0,0.0,-114.0,0.0,-93.0,0.0,-207.0,True,128.0,19.0,32702.0,363.0,166.0,32702.0,363.0,166.0
177,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_177.txt,0.0,-48.0,0.0,-48.0,0.0,-23.0,0.0,-23.0,0.0,-23.0,0.0,-71.0,True,128.0,9.0,37872.0,407.0,183.0,30856.0,355.0,152.0
178,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_178.txt,0.0,-55.0,0.0,-55.0,0.0,-256.0,0.0,-256.0,0.0,-55.0,0.0,-311.0,True,128.0,16.0,76050.0,559.0,260.0,76050.0,559.0,234.0
179,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_179.txt,0.0,-212.0,0.0,-212.0,0.0,-66.0,0.0,-66.0,0.0,-66.0,0.0,-278.0,True,128.0,16.0,65762.0,516.0,251.0,65762.0,513.0,251.0
180,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_180.txt,0.0,-33.0,0.0,-33.0,0.0,-113.0,0.0,-113.0,0.0,-33.0,0.0,-146.0,True,128.0,21.0,46620.0,432.0,210.0,33440.0,366.0,176.0
181,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_181.txt,0.0,-60.0,0.0,-60.0,0.0,-108.0,0.0,-108.0,0.0,-60.0,0.0,-168.0,True,128.0,20.0,72800.0,540.0,260.0,52224.0,464.0,192.0
182,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_182.txt,0.0,-152.0,0.0,-152.0,0.0,-70.0,0.0,-70.0,0.0,-70.0,0.0,-222.0,True,128.0,20.0,35840.0,384.0,164.0,35840.0,384.0,160.0
183,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_183.txt,0.0,-137.0,0.0,-137.0,0.0,-221.0,0.0,-221.0,0.0,-137.0,0.0,-358.0,True,128.0,22.0,76472.0,558.0,272.0,76472.0,558.0,242.0
184,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_184.txt,34.0,34.0,34.0,34.0,0.0,-180.0,0.0,-180.0,34.0,34.0,34.0,-146.0,False,128.0,11.0,20303.0,397.0,105.0,11440.0,326.0,40.0
185,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_185.txt,0.0,-67.0,0.0,-67.0,0.0,-183.0,0.0,-183.0,0.0,-67.0,0.0,-250.0,True,128.0,16.0,54264.0,466.0,228.0,54264.0,466.0,228.0
186,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_186.txt,0.0,-9.0,0.0,-9.0,0.0,-88.0,0.0,-88.0,0.0,-9.0,0.0,-97.0,True,128.0,21.0,33840.0,402.0,144.0,23622.0,313.0,127.0
187,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_187.txt,0.0,-225.0,0.0,-225.0,0.0,-107.0,0.0,-107.0,0.0,-107.0,0.0,-332.0,True,128.0,28.0,54270.0,471.0,203.0,49280.0,456.0,176.0
188,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_188.txt,0.0,-142.0,0.0,-142.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,-71.0,False,128.0,14.0,53856.0,479.0,226.0,32718.0,401.0,114.0
189,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_189.txt,2.0,2.0,2.0,2.0,0.0,-173.0,0.0,-173.0,2.0,2.0,2.0,-171.0,False,128.0,15.0,48676.0,466.0,214.0,38220.0,424.0,130.0
190,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_190.txt,0.0,-132.0,0.0,-132.0,0.0,-98.0,0.0,-98.0,0.0,-98.0,0.0,-230.0,True,128.0,21.0,44888.0,429.0,192.0,42750.0,415.0,190.0
191,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_191.txt,0.0,-73.0,0.0,-73.0,0.0,-94.0,0.0,-94.0,0.0,-73.0,0.0,-167.0,True,128.0,17.0,36225.0,386.0,178.0,36134.0,381.0,178.0
192,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_192.txt,0.0,-147.0,0.0,-147.0,0.0,-83.0,0.0,-83.0,0.0,-83.0,0.0,-230.0,True,128.0,15.0,56797.0,478.0,221.0,56797.0,478.0,221.0
193,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_193.txt,102.0,102.0,102.0,102.0,0.0,-262.0,0.0,-262.0,102.0,102.0,102.0,-160.0,False,128.0,14.0,50167.0,452.0,221.0,42612.0,452.0,134.0
194,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_194.txt,0.0,-200.0,0.0,-200.0,0.0,-30.0,0.0,-30.0,0.0,-30.0,0.0,-230.0,True,128.0,17.0,55678.0,481.0,222.0,45872.0,432.0,188.0
195,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_195.txt,106.0,106.0,106.0,106.0,0.0,-318.0,0.0,-318.0,106.0,106.0,106.0,-212.0,False,128.0,15.0,53856.0,474.0,220.0,42245.0,474.0,119.0
196,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_196.txt,0.0,-311.0,0.0,-311.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,-269.0,False,128.0,17.0,57638.0,519.0,234.0,47600.0,519.0,119.0
197,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_197.txt,0.0,-321.0,0.0,-321.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-327.0,True,128.0,28.0,37675.0,427.0,171.0,32926.0,427.0,101.0
198,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_198.txt,0.0,-55.0,0.0,-55.0,0.0,-92.0,0.0,-92.0,0.0,-55.0,0.0,-147.0,True,128.0,16.0,65175.0,530.0,237.0,52353.0,466.0,189.0
199,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_199.txt,0.0,-170.0,0.0,-170.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,-120.0,False,128.0,14.0,28171.0,398.0,155.0,19028.0,351.0,67.0
