Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
300,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_300.txt,41.0,41.0,41.0,41.0,0.0,-99.0,0.0,-99.0,41.0,41.0,41.0,-58.0,False,128.0,8.0,36036.0,384.0,182.0,27126.0,335.0,137.0
301,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_301.txt,0.0,-97.0,0.0,-97.0,0.0,-94.0,0.0,-94.0,0.0,-94.0,0.0,-191.0,True,128.0,14.0,64680.0,557.0,242.0,60956.0,507.0,196.0
302,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_302.txt,0.0,-115.0,0.0,-115.0,0.0,-126.0,0.0,-126.0,0.0,-115.0,0.0,-241.0,True,128.0,18.0,51600.0,455.0,217.0,49476.0,445.0,217.0
303,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_303.txt,0.0,-186.0,0.0,-186.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-214.0,True,128.0,11.0,65824.0,586.0,227.0,60697.0,538.0,161.0
304,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_304.txt,0.0,-158.0,0.0,-158.0,0.0,-14.0,0.0,-14.0,0.0,-14.0,0.0,-172.0,True,128.0,13.0,64750.0,512.0,250.0,53070.0,473.0,183.0
305,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_305.txt,0.0,-129.0,0.0,-129.0,0.0,-106.0,0.0,-106.0,0.0,-106.0,0.0,-235.0,True,128.0,15.0,59318.0,489.0,228.0,59318.0,489.0,223.0
306,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_306.txt,0.0,-366.0,0.0,-366.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,-322.0,False,128.0,24.0,49077.0,475.0,196.0,38316.0,475.0,103.0
307,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_307.txt,0.0,-41.0,0.0,-41.0,0.0,-165.0,0.0,-165.0,0.0,-41.0,0.0,-206.0,True,128.0,16.0,44377.0,422.0,199.0,44377.0,422.0,199.0
308,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_308.txt,0.0,-30.0,0.0,-30.0,0.0,-114.0,0.0,-114.0,0.0,-30.0,0.0,-144.0,True,128.0,16.0,44226.0,445.0,191.0,34155.0,388.0,135.0
309,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_309.txt,0.0,-232.0,0.0,-232.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-257.0,True,128.0,12.0,51072.0,488.0,196.0,51072.0,488.0,152.0
310,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_310.txt,0.0,-91.0,0.0,-91.0,0.0,-196.0,0.0,-196.0,0.0,-91.0,0.0,-287.0,True,128.0,16.0,62480.0,511.0,228.0,62480.0,504.0,220.0
311,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_311.txt,0.0,-123.0,0.0,-123.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-119.0,False,128.0,7.0,46320.0,433.0,204.0,46320.0,433.0,193.0
312,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_312.txt,0.0,-145.0,0.0,-145.0,0.0,-55.0,0.0,-55.0,0.0,-55.0,0.0,-200.0,True,128.0,11.0,58082.0,495.0,226.0,55622.0,477.0,203.0
313,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_313.txt,0.0,-28.0,0.0,-28.0,0.0,-185.0,0.0,-185.0,0.0,-28.0,0.0,-213.0,True,128.0,23.0,41652.0,429.0,189.0,38425.0,410.0,145.0
314,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_314.txt,28.0,28.0,28.0,28.0,0.0,-219.0,0.0,-219.0,28.0,28.0,28.0,-191.0,False,128.0,13.0,69388.0,550.0,235.0,53132.0,507.0,148.0
315,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_315.txt,0.0,-44.0,0.0,-44.0,0.0,-194.0,0.0,-194.0,0.0,-44.0,0.0,-238.0,True,128.0,18.0,52716.0,467.0,214.0,52716.0,467.0,191.0
316,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_316.txt,0.0,-175.0,0.0,-175.0,0.0,-34.0,0.0,-34.0,0.0,-34.0,0.0,-209.0,True,128.0,14.0,52576.0,460.0,212.0,52576.0,460.0,212.0
317,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_317.txt,0.0,-69.0,0.0,-69.0,0.0,-166.0,0.0,-166.0,0.0,-69.0,0.0,-235.0,True,128.0,15.0,49707.0,474.0,216.0,49707.0,452.0,189.0
318,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_318.txt,62.0,62.0,62.0,62.0,0.0,-149.0,0.0,-149.0,62.0,62.0,62.0,-87.0,False,128.0,8.0,32396.0,361.0,178.0,30228.0,361.0,132.0
319,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_319.txt,88.0,88.0,88.0,88.0,0.0,-391.0,0.0,-391.0,88.0,88.0,88.0,-303.0,False,128.0,16.0,64176.0,535.0,241.0,50964.0,535.0,124.0
320,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_320.txt,0.0,-55.0,0.0,-55.0,0.0,-150.0,0.0,-150.0,0.0,-55.0,0.0,-205.0,True,128.0,21.0,44954.0,435.0,201.0,41067.0,412.0,169.0
321,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_321.txt,0.0,-220.0,0.0,-220.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-248.0,True,128.0,23.0,37920.0,437.0,178.0,37504.0,421.0,128.0
322,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_322.txt,0.0,-64.0,0.0,-64.0,0.0,-139.0,0.0,-139.0,0.0,-64.0,0.0,-203.0,True,128.0,13.0,52140.0,459.0,221.0,51935.0,456.0,221.0
323,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_323.txt,94.0,94.0,94.0,94.0,0.0,-121.0,0.0,-121.0,94.0,94.0,94.0,-27.0,False,128.0,18.0,46155.0,436.0,208.0,22100.0,321.0,100.0
324,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_324.txt,0.0,-137.0,0.0,-137.0,0.0,-72.0,0.0,-72.0,0.0,-72.0,0.0,-209.0,True,128.0,19.0,27360.0,332.0,152.0,27360.0,332.0,152.0
325,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_325.txt,0.0,-182.0,0.0,-182.0,0.0,-72.0,0.0,-72.0,0.0,-72.0,0.0,-254.0,True,128.0,13.0,56291.0,492.0,221.0,56291.0,492.0,181.0
326,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_326.txt,0.0,-370.0,0.0,-370.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,-172.0,False,128.0,8.0,50700.0,480.0,200.0,23940.0,477.0,57.0
327,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_327.txt,0.0,-297.0,0.0,-297.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,-261.0,False,128.0,17.0,33488.0,433.0,160.0,29842.0,433.0,86.0
328,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_328.txt,0.0,-77.0,0.0,-77.0,0.0,-143.0,0.0,-143.0,0.0,-77.0,0.0,-220.0,True,128.0,9.0,77861.0,570.0,267.0,77861.0,570.0,227.0
329,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_329.txt,50.0,50.0,50.0,50.0,0.0,-226.0,0.0,-226.0,50.0,50.0,50.0,-176.0,False,128.0,8.0,60609.0,505.0,227.0,52836.0,505.0,148.0
330,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_330.txt,0.0,-158.0,0.0,-158.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-146.0,False,128.0,9.0,47424.0,442.0,208.0,46240.0,442.0,170.0
331,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_331.txt,0.0,-196.0,0.0,-196.0,0.0,-152.0,0.0,-152.0,0.0,-152.0,0.0,-348.0,True,128.0,25.0,56056.0,482.0,209.0,56056.0,482.0,196.0
332,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_332.txt,0.0,-18.0,0.0,-18.0,0.0,-105.0,0.0,-105.0,0.0,-18.0,0.0,-123.0,True,128.0,18.0,23100.0,318.0,143.0,20140.0,296.0,106.0
333,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_333.txt,8.0,8.0,8.0,8.0,0.0,-126.0,0.0,-126.0,8.0,8.0,8.0,-118.0,False,128.0,17.0,33908.0,369.0,173.0,28310.0,339.0,149.0
334,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_334.txt,0.0,-35.0,0.0,-35.0,0.0,-135.0,0.0,-135.0,0.0,-35.0,0.0,-170.0,True,128.0,15.0,46284.0,467.0,203.0,44536.0,445.0,152.0
335,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_335.txt,0.0,-133.0,0.0,-133.0,0.0,-94.0,0.0,-94.0,0.0,-94.0,0.0,-227.0,True,128.0,16.0,56544.0,476.0,228.0,56544.0,476.0,228.0
336,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_336.txt,0.0,-99.0,0.0,-99.0,0.0,-173.0,0.0,-173.0,0.0,-99.0,0.0,-272.0,True,128.0,19.0,56304.0,479.0,224.0,56304.0,479.0,207.0
337,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_337.txt,0.0,-139.0,0.0,-139.0,0.0,-188.0,0.0,-188.0,0.0,-139.0,0.0,-327.0,True,128.0,18.0,56875.0,500.0,195.0,56875.0,500.0,175.0
338,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_338.txt,0.0,-189.0,0.0,-189.0,0.0,-43.0,0.0,-43.0,0.0,-43.0,0.0,-232.0,True,128.0,16.0,56134.0,475.0,221.0,54901.0,470.0,217.0
339,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_339.txt,0.0,-301.0,0.0,-301.0,0.0,-11.0,0.0,-11.0,0.0,-11.0,0.0,-312.0,True,128.0,16.0,61455.0,520.0,241.0,61359.0,520.0,181.0
340,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_340.txt,11.0,11.0,11.0,11.0,0.0,-19.0,0.0,-19.0,11.0,11.0,11.0,-8.0,False,128.0,17.0,51765.0,476.0,208.0,28222.0,343.0,137.0
341,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_341.txt,106.0,106.0,106.0,106.0,0.0,-223.0,0.0,-223.0,106.0,106.0,106.0,-117.0,False,128.0,17.0,28520.0,354.0,149.0,13600.0,322.0,50.0
342,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_342.txt,0.0,-120.0,0.0,-120.0,0.0,-72.0,0.0,-72.0,0.0,-72.0,0.0,-192.0,True,128.0,13.0,50372.0,460.0,215.0,50372.0,453.0,196.0
343,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_343.txt,0.0,-93.0,0.0,-93.0,0.0,-47.0,0.0,-47.0,0.0,-47.0,0.0,-140.0,True,128.0,14.0,16393.0,266.0,112.0,14280.0,241.0,105.0
344,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_344.txt,0.0,-19.0,0.0,-19.0,0.0,-81.0,0.0,-81.0,0.0,-19.0,0.0,-100.0,True,128.0,18.0,37430.0,388.0,190.0,26622.0,327.0,153.0
345,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_345.txt,0.0,-158.0,0.0,-158.0,0.0,-137.0,0.0,-137.0,0.0,-137.0,0.0,-295.0,True,128.0,22.0,48923.0,444.0,204.0,48923.0,444.0,203.0
346,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_346.txt,0.0,-89.0,0.0,-89.0,0.0,-110.0,0.0,-110.0,0.0,-89.0,0.0,-199.0,True,128.0,12.0,65070.0,511.0,241.0,65070.0,511.0,241.0
347,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_347.txt,0.0,-174.0,0.0,-174.0,0.0,-41.0,0.0,-41.0,0.0,-41.0,0.0,-215.0,True,128.0,17.0,46632.0,433.0,209.0,46632.0,433.0,201.0
348,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_348.txt,0.0,-13.0,0.0,-13.0,0.0,-276.0,0.0,-276.0,0.0,-13.0,0.0,-289.0,True,128.0,27.0,29610.0,480.0,128.0,26196.0,428.0,74.0
349,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_349.txt,0.0,-136.0,0.0,-136.0,0.0,-114.0,0.0,-114.0,0.0,-114.0,0.0,-250.0,True,128.0,15.0,61632.0,502.0,226.0,61632.0,502.0,214.0
350,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_350.txt,0.0,-79.0,0.0,-79.0,0.0,-177.0,0.0,-177.0,0.0,-79.0,0.0,-256.0,True,128.0,13.0,50403.0,492.0,201.0,50403.0,476.0,159.0
351,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_351.txt,0.0,-21.0,0.0,-21.0,0.0,-17.0,0.0,-17.0,0.0,-17.0,0.0,-38.0,True,128.0,17.0,41652.0,412.0,197.0,23375.0,312.0,125.0
352,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_352.txt,0.0,-106.0,0.0,-106.0,0.0,-144.0,0.0,-144.0,0.0,-106.0,0.0,-250.0,True,128.0,16.0,60928.0,496.0,230.0,60928.0,496.0,224.0
353,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_353.txt,0.0,-17.0,0.0,-17.0,0.0,-110.0,0.0,-110.0,0.0,-17.0,0.0,-127.0,True,128.0,9.0,35321.0,387.0,171.0,35186.0,387.0,146.0
354,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_354.txt,0.0,-207.0,0.0,-207.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-245.0,True,128.0,21.0,41976.0,423.0,186.0,41976.0,423.0,159.0
355,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_355.txt,0.0,-227.0,0.0,-227.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,-146.0,False,128.0,8.0,49910.0,451.0,217.0,44844.0,451.0,148.0
356,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_356.txt,0.0,-83.0,0.0,-83.0,0.0,-154.0,0.0,-154.0,0.0,-83.0,0.0,-237.0,True,128.0,16.0,63933.0,523.0,238.0,63550.0,515.0,205.0
357,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_357.txt,0.0,-99.0,0.0,-99.0,0.0,-77.0,0.0,-77.0,0.0,-77.0,0.0,-176.0,True,128.0,17.0,69296.0,555.0,253.0,62116.0,505.0,212.0
358,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_358.txt,29.0,29.0,29.0,29.0,0.0,-124.0,0.0,-124.0,29.0,29.0,29.0,-95.0,False,128.0,14.0,36720.0,387.0,177.0,29638.0,349.0,146.0
359,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_359.txt,0.0,-164.0,0.0,-164.0,0.0,-78.0,0.0,-78.0,0.0,-78.0,0.0,-242.0,True,128.0,19.0,59297.0,505.0,234.0,57536.0,480.0,232.0
360,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_360.txt,0.0,-21.0,0.0,-21.0,0.0,-62.0,0.0,-62.0,0.0,-21.0,0.0,-83.0,True,128.0,10.0,54910.0,484.0,218.0,52138.0,461.0,199.0
361,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_361.txt,0.0,-78.0,0.0,-78.0,0.0,-51.0,0.0,-51.0,0.0,-51.0,0.0,-129.0,True,128.0,8.0,37818.0,389.0,191.0,37818.0,389.0,191.0
362,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_362.txt,0.0,-114.0,0.0,-114.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-89.0,False,128.0,12.0,42921.0,461.0,195.0,39770.0,399.0,194.0
363,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_363.txt,0.0,-88.0,0.0,-88.0,0.0,-150.0,0.0,-150.0,0.0,-88.0,0.0,-238.0,True,128.0,14.0,59696.0,495.0,231.0,59620.0,491.0,220.0
364,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_364.txt,0.0,-45.0,0.0,-45.0,0.0,-98.0,0.0,-98.0,0.0,-45.0,0.0,-143.0,True,128.0,11.0,53502.0,488.0,222.0,52355.0,468.0,185.0
365,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_365.txt,0.0,-104.0,0.0,-104.0,0.0,-92.0,0.0,-92.0,0.0,-92.0,0.0,-196.0,True,128.0,13.0,71760.0,539.0,254.0,71120.0,534.0,254.0
366,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_366.txt,0.0,-104.0,0.0,-104.0,0.0,-130.0,0.0,-130.0,0.0,-104.0,0.0,-234.0,True,128.0,13.0,63516.0,505.0,239.0,63516.0,505.0,237.0
367,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_367.txt,0.0,-103.0,0.0,-103.0,0.0,-74.0,0.0,-74.0,0.0,-74.0,0.0,-177.0,True,128.0,11.0,81280.0,576.0,282.0,81280.0,574.0,254.0
368,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_368.txt,17.0,17.0,17.0,17.0,0.0,-203.0,0.0,-203.0,17.0,17.0,17.0,-186.0,False,128.0,13.0,38010.0,409.0,187.0,36850.0,409.0,134.0
369,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_369.txt,0.0,-120.0,0.0,-120.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-90.0,False,128.0,14.0,27068.0,348.0,159.0,20488.0,301.0,104.0
370,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_370.txt,0.0,-143.0,0.0,-143.0,0.0,-43.0,0.0,-43.0,0.0,-43.0,0.0,-186.0,True,128.0,16.0,68598.0,542.0,258.0,66564.0,516.0,258.0
371,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_371.txt,41.0,41.0,41.0,41.0,0.0,-27.0,0.0,-27.0,41.0,41.0,41.0,14.0,False,128.0,14.0,58636.0,488.0,227.0,38080.0,394.0,170.0
372,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_372.txt,0.0,-176.0,0.0,-176.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-214.0,True,128.0,22.0,42742.0,462.0,166.0,34684.0,415.0,116.0
373,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_373.txt,0.0,-79.0,0.0,-79.0,0.0,-48.0,0.0,-48.0,0.0,-48.0,0.0,-127.0,True,128.0,7.0,52360.0,471.0,222.0,49600.0,448.0,200.0
374,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_374.txt,0.0,-121.0,0.0,-121.0,0.0,-208.0,0.0,-208.0,0.0,-121.0,0.0,-329.0,True,128.0,18.0,65835.0,533.0,241.0,65835.0,524.0,209.0
375,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_375.txt,0.0,-122.0,0.0,-122.0,0.0,-91.0,0.0,-91.0,0.0,-91.0,0.0,-213.0,True,128.0,21.0,34645.0,381.0,173.0,33166.0,367.0,161.0
376,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_376.txt,0.0,-57.0,0.0,-57.0,0.0,-143.0,0.0,-143.0,0.0,-57.0,0.0,-200.0,True,128.0,13.0,74970.0,551.0,249.0,74970.0,551.0,245.0
377,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_377.txt,58.0,58.0,58.0,58.0,0.0,-245.0,0.0,-245.0,58.0,58.0,58.0,-187.0,False,128.0,18.0,59078.0,504.0,219.0,42672.0,463.0,127.0
378,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_378.txt,0.0,-71.0,0.0,-71.0,0.0,-114.0,0.0,-114.0,0.0,-71.0,0.0,-185.0,True,128.0,20.0,29280.0,343.0,160.0,26250.0,325.0,150.0
379,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_379.txt,0.0,-214.0,0.0,-214.0,0.0,-53.0,0.0,-53.0,0.0,-53.0,0.0,-267.0,True,128.0,15.0,54016.0,467.0,218.0,54016.0,467.0,211.0
380,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_380.txt,0.0,-119.0,0.0,-119.0,0.0,-104.0,0.0,-104.0,0.0,-104.0,0.0,-223.0,True,128.0,19.0,36952.0,413.0,160.0,36952.0,397.0,149.0
381,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_381.txt,0.0,-29.0,0.0,-29.0,0.0,-130.0,0.0,-130.0,0.0,-29.0,0.0,-159.0,True,128.0,16.0,46060.0,444.0,203.0,45360.0,442.0,162.0
382,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_382.txt,0.0,-300.0,0.0,-300.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,-250.0,False,128.0,19.0,51947.0,472.0,212.0,41535.0,472.0,117.0
383,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_383.txt,0.0,-240.0,0.0,-240.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,-162.0,False,128.0,8.0,59881.0,492.0,243.0,53627.0,492.0,163.0
384,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_384.txt,0.0,-93.0,0.0,-93.0,0.0,-195.0,0.0,-195.0,0.0,-93.0,0.0,-288.0,True,128.0,22.0,79222.0,563.0,277.0,73080.0,541.0,261.0
385,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_385.txt,0.0,-285.0,0.0,-285.0,0.0,-80.0,0.0,-80.0,0.0,-80.0,0.0,-365.0,True,128.0,22.0,63168.0,515.0,224.0,56604.0,515.0,159.0
386,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_386.txt,7.0,7.0,7.0,7.0,0.0,-220.0,0.0,-220.0,7.0,7.0,7.0,-213.0,False,128.0,16.0,39396.0,418.0,185.0,34770.0,407.0,122.0
387,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_387.txt,0.0,-30.0,0.0,-30.0,0.0,-11.0,0.0,-11.0,0.0,-11.0,0.0,-41.0,True,128.0,9.0,27825.0,335.0,159.0,21801.0,298.0,129.0
388,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_388.txt,0.0,-213.0,0.0,-213.0,0.0,-19.0,0.0,-19.0,0.0,-19.0,0.0,-232.0,True,128.0,16.0,76440.0,560.0,255.0,75264.0,560.0,224.0
389,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_389.txt,0.0,-6.0,0.0,-6.0,0.0,-145.0,0.0,-145.0,0.0,-6.0,0.0,-151.0,True,128.0,12.0,60078.0,528.0,233.0,52326.0,485.0,162.0
390,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_390.txt,0.0,-86.0,0.0,-86.0,0.0,-53.0,0.0,-53.0,0.0,-53.0,0.0,-139.0,True,128.0,16.0,42240.0,424.0,193.0,38784.0,394.0,192.0
391,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_391.txt,0.0,-78.0,0.0,-78.0,0.0,-188.0,0.0,-188.0,0.0,-78.0,0.0,-266.0,True,128.0,18.0,49894.0,449.0,209.0,49894.0,449.0,202.0
392,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_392.txt,0.0,-170.0,0.0,-170.0,0.0,-112.0,0.0,-112.0,0.0,-112.0,0.0,-282.0,True,128.0,22.0,47564.0,478.0,201.0,45951.0,448.0,159.0
393,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_393.txt,0.0,-230.0,0.0,-230.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-227.0,False,128.0,10.0,54864.0,471.0,216.0,49760.0,471.0,160.0
394,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_394.txt,0.0,-93.0,0.0,-93.0,0.0,-234.0,0.0,-234.0,0.0,-93.0,0.0,-327.0,True,128.0,17.0,57285.0,486.0,228.0,57285.0,486.0,201.0
395,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_395.txt,0.0,-65.0,0.0,-65.0,0.0,-222.0,0.0,-222.0,0.0,-65.0,0.0,-287.0,True,128.0,20.0,43680.0,436.0,198.0,43680.0,436.0,156.0
396,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_396.txt,0.0,-295.0,0.0,-295.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,-214.0,False,128.0,8.0,68670.0,542.0,243.0,58065.0,542.0,147.0
397,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_397.txt,0.0,-232.0,0.0,-232.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,-67.0,False,128.0,13.0,45633.0,447.0,209.0,34584.0,394.0,132.0
398,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_398.txt,0.0,-81.0,0.0,-81.0,0.0,-222.0,0.0,-222.0,0.0,-81.0,0.0,-303.0,True,128.0,18.0,52668.0,468.0,228.0,51275.0,468.0,175.0
399,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_399.txt,94.0,94.0,94.0,94.0,0.0,-135.0,0.0,-135.0,94.0,94.0,94.0,-41.0,False,128.0,16.0,27170.0,393.0,144.0,22032.0,297.0,144.0
