Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
400,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_400.txt,0.0,-178.0,0.0,-178.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,-154.0,False,128.0,16.0,53133.0,466.0,205.0,45466.0,433.0,179.0
401,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_401.txt,0.0,-128.0,0.0,-128.0,0.0,-122.0,0.0,-122.0,0.0,-122.0,0.0,-250.0,True,128.0,22.0,69368.0,531.0,241.0,61880.0,498.0,238.0
402,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_402.txt,0.0,-209.0,0.0,-209.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-205.0,False,128.0,11.0,41730.0,417.0,196.0,40502.0,417.0,154.0
403,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_403.txt,0.0,-116.0,0.0,-116.0,0.0,-237.0,0.0,-237.0,0.0,-116.0,0.0,-353.0,True,128.0,19.0,72520.0,541.0,245.0,72520.0,541.0,245.0
404,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_404.txt,0.0,-145.0,0.0,-145.0,0.0,-17.0,0.0,-17.0,0.0,-17.0,0.0,-162.0,True,128.0,9.0,61418.0,501.0,239.0,61418.0,501.0,214.0
405,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_405.txt,0.0,-107.0,0.0,-107.0,0.0,-16.0,0.0,-16.0,0.0,-16.0,0.0,-123.0,True,128.0,10.0,38610.0,395.0,195.0,38610.0,393.0,195.0
406,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_406.txt,0.0,-111.0,0.0,-111.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-116.0,True,128.0,14.0,42582.0,433.0,201.0,36328.0,391.0,152.0
407,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_407.txt,0.0,-87.0,0.0,-87.0,0.0,-74.0,0.0,-74.0,0.0,-74.0,0.0,-161.0,True,128.0,13.0,21280.0,292.0,140.0,21280.0,292.0,140.0
408,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_408.txt,0.0,-91.0,0.0,-91.0,0.0,-55.0,0.0,-55.0,0.0,-55.0,0.0,-146.0,True,128.0,11.0,33170.0,369.0,168.0,28560.0,338.0,168.0
409,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_409.txt,0.0,-96.0,0.0,-96.0,0.0,-194.0,0.0,-194.0,0.0,-96.0,0.0,-290.0,True,128.0,21.0,66816.0,517.0,256.0,66816.0,517.0,256.0
410,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_410.txt,0.0,-152.0,0.0,-152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,True,128.0,13.0,38164.0,406.0,188.0,35775.0,400.0,135.0
411,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_411.txt,0.0,-126.0,0.0,-126.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-225.0,True,128.0,13.0,52419.0,476.0,216.0,50960.0,456.0,196.0
412,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_412.txt,0.0,-33.0,0.0,-33.0,0.0,-91.0,0.0,-91.0,0.0,-33.0,0.0,-124.0,True,128.0,11.0,37590.0,389.0,187.0,34615.0,376.0,161.0
413,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_413.txt,0.0,-95.0,0.0,-95.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-101.0,True,128.0,16.0,35328.0,376.0,184.0,28336.0,337.0,161.0
414,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_414.txt,0.0,-51.0,0.0,-51.0,0.0,-70.0,0.0,-70.0,0.0,-51.0,0.0,-121.0,True,128.0,6.0,60021.0,506.0,243.0,59829.0,490.0,231.0
415,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_415.txt,0.0,-188.0,0.0,-188.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,-175.0,False,128.0,12.0,39402.0,402.0,198.0,35777.0,402.0,133.0
416,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_416.txt,0.0,-131.0,0.0,-131.0,0.0,-32.0,0.0,-32.0,0.0,-32.0,0.0,-163.0,True,128.0,11.0,29638.0,349.0,165.0,29638.0,349.0,146.0
417,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_417.txt,0.0,-156.0,0.0,-156.0,0.0,-123.0,0.0,-123.0,0.0,-123.0,0.0,-279.0,True,128.0,17.0,53743.0,464.0,223.0,53743.0,464.0,223.0
418,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_418.txt,0.0,-38.0,0.0,-38.0,0.0,-76.0,0.0,-76.0,0.0,-38.0,0.0,-114.0,True,128.0,13.0,22379.0,300.0,139.0,22379.0,300.0,139.0
419,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_419.txt,0.0,-105.0,0.0,-105.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,-72.0,False,128.0,6.0,68380.0,527.0,260.0,66444.0,520.0,226.0
420,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_420.txt,0.0,-108.0,0.0,-108.0,0.0,-199.0,0.0,-199.0,0.0,-108.0,0.0,-307.0,True,128.0,20.0,69296.0,528.0,244.0,69296.0,528.0,244.0
421,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_421.txt,33.0,33.0,33.0,33.0,0.0,-87.0,0.0,-87.0,33.0,33.0,33.0,-54.0,False,128.0,14.0,53703.0,475.0,221.0,31255.0,368.0,133.0
422,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_422.txt,183.0,183.0,183.0,183.0,0.0,-338.0,0.0,-338.0,183.0,183.0,183.0,-155.0,False,128.0,13.0,56842.0,487.0,231.0,34580.0,459.0,95.0
423,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_423.txt,0.0,-259.0,0.0,-259.0,0.0,-9.0,0.0,-9.0,0.0,-9.0,0.0,-268.0,True,128.0,20.0,54285.0,475.0,231.0,51004.0,475.0,164.0
424,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_424.txt,0.0,-184.0,0.0,-184.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-169.0,False,128.0,16.0,38500.0,404.0,178.0,38232.0,398.0,162.0
425,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_425.txt,0.0,-142.0,0.0,-142.0,0.0,-11.0,0.0,-11.0,0.0,-11.0,0.0,-153.0,True,128.0,15.0,31600.0,392.0,166.0,27795.0,364.0,109.0
426,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_426.txt,0.0,-1.0,0.0,-1.0,0.0,-92.0,0.0,-92.0,0.0,-1.0,0.0,-93.0,True,128.0,13.0,32308.0,363.0,176.0,29744.0,351.0,143.0
427,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_427.txt,68.0,68.0,68.0,68.0,0.0,-156.0,0.0,-156.0,68.0,68.0,68.0,-88.0,False,128.0,8.0,36480.0,384.0,190.0,33839.0,384.0,137.0
428,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_428.txt,55.0,55.0,55.0,55.0,0.0,-113.0,0.0,-113.0,55.0,55.0,55.0,-58.0,False,128.0,9.0,53361.0,464.0,231.0,45220.0,428.0,190.0
429,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_429.txt,0.0,-14.0,0.0,-14.0,0.0,-64.0,0.0,-64.0,0.0,-14.0,0.0,-78.0,True,128.0,16.0,39788.0,402.0,196.0,29452.0,347.0,148.0
430,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_430.txt,0.0,-158.0,0.0,-158.0,0.0,-162.0,0.0,-162.0,0.0,-158.0,0.0,-320.0,True,128.0,20.0,48192.0,443.0,196.0,48192.0,443.0,192.0
431,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_431.txt,0.0,-158.0,0.0,-158.0,0.0,-103.0,0.0,-103.0,0.0,-103.0,0.0,-261.0,True,128.0,15.0,56870.0,480.0,235.0,56870.0,477.0,235.0
432,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_432.txt,0.0,-52.0,0.0,-52.0,0.0,-105.0,0.0,-105.0,0.0,-52.0,0.0,-157.0,True,128.0,6.0,35898.0,381.0,186.0,35738.0,381.0,167.0
433,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_433.txt,11.0,11.0,11.0,11.0,0.0,-158.0,0.0,-158.0,11.0,11.0,11.0,-147.0,False,128.0,12.0,45153.0,440.0,198.0,44916.0,425.0,197.0
434,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_434.txt,0.0,-203.0,0.0,-203.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,-139.0,False,128.0,13.0,62916.0,525.0,226.0,43066.0,475.0,122.0
435,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_435.txt,29.0,29.0,29.0,29.0,0.0,-356.0,0.0,-356.0,29.0,29.0,29.0,-327.0,False,128.0,19.0,75582.0,564.0,254.0,68915.0,564.0,179.0
436,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_436.txt,0.0,-156.0,0.0,-156.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-148.0,False,128.0,13.0,47686.0,452.0,211.0,39900.0,425.0,140.0
437,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_437.txt,0.0,-19.0,0.0,-19.0,0.0,-222.0,0.0,-222.0,0.0,-19.0,0.0,-241.0,True,128.0,16.0,66066.0,550.0,242.0,60102.0,533.0,162.0
438,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_438.txt,0.0,-123.0,0.0,-123.0,0.0,-175.0,0.0,-175.0,0.0,-123.0,0.0,-298.0,True,128.0,21.0,50820.0,452.0,216.0,50820.0,452.0,210.0
439,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_439.txt,0.0,-34.0,0.0,-34.0,0.0,-92.0,0.0,-92.0,0.0,-34.0,0.0,-126.0,True,128.0,11.0,50233.0,454.0,197.0,46098.0,431.0,197.0
440,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_440.txt,0.0,-57.0,0.0,-57.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-82.0,True,128.0,14.0,48450.0,477.0,207.0,31850.0,375.0,130.0
441,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_441.txt,0.0,-148.0,0.0,-148.0,0.0,-130.0,0.0,-130.0,0.0,-130.0,0.0,-278.0,True,128.0,17.0,76302.0,560.0,256.0,70144.0,530.0,256.0
442,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_442.txt,0.0,-143.0,0.0,-143.0,0.0,-178.0,0.0,-178.0,0.0,-143.0,0.0,-321.0,True,128.0,24.0,60109.0,494.0,218.0,60109.0,494.0,217.0
443,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_443.txt,0.0,-197.0,0.0,-197.0,0.0,-116.0,0.0,-116.0,0.0,-116.0,0.0,-313.0,True,128.0,19.0,66780.0,517.0,252.0,66780.0,517.0,252.0
444,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_444.txt,0.0,-153.0,0.0,-153.0,0.0,-187.0,0.0,-187.0,0.0,-153.0,0.0,-340.0,True,128.0,18.0,65448.0,519.0,236.0,65448.0,519.0,216.0
445,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_445.txt,0.0,-44.0,0.0,-44.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,63.0,False,128.0,12.0,74907.0,548.0,261.0,43428.0,419.0,188.0
446,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_446.txt,0.0,-347.0,0.0,-347.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,-321.0,False,128.0,22.0,64728.0,517.0,232.0,53250.0,517.0,142.0
447,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_447.txt,0.0,-181.0,0.0,-181.0,0.0,-69.0,0.0,-69.0,0.0,-69.0,0.0,-250.0,True,128.0,20.0,39618.0,399.0,186.0,39618.0,399.0,186.0
448,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_448.txt,0.0,-133.0,0.0,-133.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-125.0,False,128.0,11.0,58282.0,505.0,216.0,45300.0,452.0,150.0
449,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_449.txt,0.0,0.0,0.0,0.0,0.0,-75.0,0.0,-75.0,0.0,0.0,0.0,-75.0,True,128.0,6.0,22422.0,313.0,141.0,20468.0,291.0,119.0
450,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_450.txt,16.0,16.0,16.0,16.0,0.0,-243.0,0.0,-243.0,16.0,16.0,16.0,-227.0,False,128.0,16.0,34692.0,413.0,174.0,29760.0,413.0,93.0
451,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_451.txt,0.0,-140.0,0.0,-140.0,0.0,-253.0,0.0,-253.0,0.0,-140.0,0.0,-393.0,True,128.0,16.0,89100.0,600.0,270.0,89100.0,600.0,270.0
452,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_452.txt,0.0,-140.0,0.0,-140.0,0.0,-221.0,0.0,-221.0,0.0,-140.0,0.0,-361.0,True,128.0,26.0,47060.0,445.0,191.0,47060.0,441.0,181.0
453,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_453.txt,0.0,-147.0,0.0,-147.0,0.0,-11.0,0.0,-11.0,0.0,-11.0,0.0,-158.0,True,128.0,11.0,65720.0,520.0,248.0,65720.0,513.0,248.0
454,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_454.txt,0.0,-58.0,0.0,-58.0,0.0,-207.0,0.0,-207.0,0.0,-58.0,0.0,-265.0,True,128.0,13.0,61182.0,503.0,235.0,61182.0,503.0,206.0
455,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_455.txt,0.0,-13.0,0.0,-13.0,0.0,-115.0,0.0,-115.0,0.0,-13.0,0.0,-128.0,True,128.0,17.0,43460.0,417.0,205.0,32494.0,365.0,154.0
456,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_456.txt,0.0,-124.0,0.0,-124.0,0.0,-84.0,0.0,-84.0,0.0,-84.0,0.0,-208.0,True,128.0,13.0,40533.0,406.0,195.0,40533.0,406.0,177.0
457,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_457.txt,0.0,-103.0,0.0,-103.0,0.0,-79.0,0.0,-79.0,0.0,-79.0,0.0,-182.0,True,128.0,10.0,46216.0,430.0,212.0,46216.0,430.0,212.0
458,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_458.txt,0.0,-87.0,0.0,-87.0,0.0,-115.0,0.0,-115.0,0.0,-87.0,0.0,-202.0,True,128.0,27.0,36660.0,400.0,167.0,31682.0,363.0,146.0
459,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_459.txt,0.0,-193.0,0.0,-193.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,-138.0,False,128.0,9.0,41800.0,415.0,200.0,39485.0,414.0,149.0
460,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_460.txt,0.0,-81.0,0.0,-81.0,0.0,-78.0,0.0,-78.0,0.0,-78.0,0.0,-159.0,True,128.0,7.0,31350.0,376.0,156.0,31350.0,359.0,150.0
461,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_461.txt,0.0,-184.0,0.0,-184.0,0.0,-56.0,0.0,-56.0,0.0,-56.0,0.0,-240.0,True,128.0,19.0,47150.0,435.0,205.0,46754.0,435.0,194.0
462,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_462.txt,0.0,-79.0,0.0,-79.0,0.0,-161.0,0.0,-161.0,0.0,-79.0,0.0,-240.0,True,128.0,19.0,41612.0,408.0,202.0,40680.0,406.0,180.0
463,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_463.txt,0.0,-48.0,0.0,-48.0,0.0,-47.0,0.0,-47.0,0.0,-47.0,0.0,-95.0,True,128.0,6.0,44070.0,430.0,195.0,44070.0,421.0,195.0
464,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_464.txt,0.0,-246.0,0.0,-246.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,-204.0,False,128.0,10.0,40572.0,426.0,188.0,32373.0,426.0,99.0
465,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_465.txt,0.0,-94.0,0.0,-94.0,0.0,-44.0,0.0,-44.0,0.0,-44.0,0.0,-138.0,True,128.0,12.0,35145.0,396.0,182.0,32370.0,361.0,166.0
466,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_466.txt,0.0,-186.0,0.0,-186.0,0.0,-8.0,0.0,-8.0,0.0,-8.0,0.0,-194.0,True,128.0,16.0,60873.0,520.0,223.0,56144.0,495.0,176.0
467,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_467.txt,0.0,-96.0,0.0,-96.0,0.0,-61.0,0.0,-61.0,0.0,-61.0,0.0,-157.0,True,128.0,11.0,57324.0,499.0,226.0,57324.0,485.0,204.0
468,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_468.txt,58.0,58.0,58.0,58.0,0.0,-294.0,0.0,-294.0,58.0,58.0,58.0,-236.0,False,128.0,13.0,49610.0,450.0,208.0,41789.0,450.0,131.0
469,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_469.txt,18.0,18.0,18.0,18.0,0.0,-203.0,0.0,-203.0,18.0,18.0,18.0,-185.0,False,128.0,12.0,51436.0,544.0,196.0,41496.0,478.0,114.0
470,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_470.txt,0.0,-97.0,0.0,-97.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,-8.0,False,128.0,10.0,74520.0,566.0,249.0,45678.0,469.0,138.0
471,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_471.txt,0.0,-70.0,0.0,-70.0,0.0,-176.0,0.0,-176.0,0.0,-70.0,0.0,-246.0,True,128.0,15.0,56563.0,486.0,229.0,53273.0,486.0,167.0
472,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_472.txt,0.0,-92.0,0.0,-92.0,0.0,-195.0,0.0,-195.0,0.0,-92.0,0.0,-287.0,True,128.0,18.0,66013.0,521.0,251.0,66013.0,514.0,251.0
473,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_473.txt,0.0,-81.0,0.0,-81.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,3.0,False,128.0,18.0,29988.0,399.0,168.0,18900.0,276.0,126.0
474,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_474.txt,0.0,-11.0,0.0,-11.0,0.0,-79.0,0.0,-79.0,0.0,-11.0,0.0,-90.0,True,128.0,7.0,57431.0,492.0,233.0,54549.0,470.0,209.0
475,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_475.txt,0.0,-151.0,0.0,-151.0,0.0,-154.0,0.0,-154.0,0.0,-151.0,0.0,-305.0,True,128.0,22.0,53550.0,463.0,225.0,53550.0,463.0,225.0
476,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_476.txt,0.0,-221.0,0.0,-221.0,0.0,-127.0,0.0,-127.0,0.0,-127.0,0.0,-348.0,True,128.0,22.0,63308.0,504.0,238.0,60326.0,495.0,217.0
477,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_477.txt,0.0,-164.0,0.0,-164.0,0.0,-46.0,0.0,-46.0,0.0,-46.0,0.0,-210.0,True,128.0,16.0,50020.0,449.0,205.0,50020.0,449.0,205.0
478,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_478.txt,0.0,-142.0,0.0,-142.0,0.0,-101.0,0.0,-101.0,0.0,-101.0,0.0,-243.0,True,128.0,15.0,56388.0,476.0,222.0,56388.0,476.0,222.0
479,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_479.txt,0.0,-194.0,0.0,-194.0,0.0,-19.0,0.0,-19.0,0.0,-19.0,0.0,-213.0,True,128.0,14.0,49470.0,528.0,196.0,44042.0,483.0,122.0
480,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_480.txt,0.0,-38.0,0.0,-38.0,0.0,-47.0,0.0,-47.0,0.0,-38.0,0.0,-85.0,True,128.0,18.0,50828.0,471.0,207.0,35358.0,379.0,166.0
481,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_481.txt,0.0,-47.0,0.0,-47.0,0.0,-159.0,0.0,-159.0,0.0,-47.0,0.0,-206.0,True,128.0,16.0,82748.0,576.0,274.0,72664.0,541.0,248.0
482,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_482.txt,0.0,-155.0,0.0,-155.0,0.0,-19.0,0.0,-19.0,0.0,-19.0,0.0,-174.0,True,128.0,21.0,57138.0,481.0,219.0,42768.0,426.0,162.0
483,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_483.txt,0.0,-114.0,0.0,-114.0,0.0,-209.0,0.0,-209.0,0.0,-114.0,0.0,-323.0,True,128.0,24.0,44954.0,429.0,189.0,44954.0,429.0,182.0
484,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_484.txt,0.0,-147.0,0.0,-147.0,0.0,-113.0,0.0,-113.0,0.0,-113.0,0.0,-260.0,True,128.0,15.0,53680.0,464.0,220.0,53680.0,464.0,220.0
485,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_485.txt,0.0,-165.0,0.0,-165.0,0.0,-68.0,0.0,-68.0,0.0,-68.0,0.0,-233.0,True,128.0,17.0,53300.0,468.0,207.0,52907.0,468.0,191.0
486,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_486.txt,0.0,-121.0,0.0,-121.0,0.0,-88.0,0.0,-88.0,0.0,-88.0,0.0,-209.0,True,128.0,17.0,39188.0,396.0,194.0,39188.0,396.0,194.0
487,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_487.txt,0.0,-114.0,0.0,-114.0,0.0,-46.0,0.0,-46.0,0.0,-46.0,0.0,-160.0,True,128.0,28.0,47520.0,525.0,172.0,41120.0,417.0,160.0
488,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_488.txt,0.0,-144.0,0.0,-144.0,0.0,-113.0,0.0,-113.0,0.0,-113.0,0.0,-257.0,True,128.0,21.0,47545.0,450.0,196.0,47545.0,442.0,185.0
489,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_489.txt,42.0,42.0,42.0,42.0,0.0,-198.0,0.0,-198.0,42.0,42.0,42.0,-156.0,False,128.0,15.0,32922.0,443.0,161.0,24258.0,389.0,78.0
490,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_490.txt,0.0,-23.0,0.0,-23.0,0.0,-121.0,0.0,-121.0,0.0,-23.0,0.0,-144.0,True,128.0,14.0,63948.0,511.0,229.0,50347.0,452.0,199.0
491,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_491.txt,0.0,-125.0,0.0,-125.0,0.0,-120.0,0.0,-120.0,0.0,-120.0,0.0,-245.0,True,128.0,15.0,75915.0,556.0,251.0,75915.0,556.0,241.0
492,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_492.txt,0.0,-166.0,0.0,-166.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-141.0,False,128.0,13.0,39150.0,399.0,179.0,39150.0,399.0,174.0
493,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_493.txt,0.0,-139.0,0.0,-139.0,0.0,-111.0,0.0,-111.0,0.0,-111.0,0.0,-250.0,True,128.0,19.0,70380.0,536.0,255.0,62835.0,508.0,213.0
494,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_494.txt,26.0,26.0,26.0,26.0,0.0,-348.0,0.0,-348.0,26.0,26.0,26.0,-322.0,False,128.0,13.0,54668.0,519.0,217.0,44990.0,519.0,110.0
495,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_495.txt,0.0,-62.0,0.0,-62.0,0.0,-127.0,0.0,-127.0,0.0,-62.0,0.0,-189.0,True,128.0,13.0,37105.0,386.0,181.0,37105.0,386.0,181.0
496,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_496.txt,0.0,-45.0,0.0,-45.0,0.0,-120.0,0.0,-120.0,0.0,-45.0,0.0,-165.0,True,128.0,11.0,42705.0,414.0,195.0,42705.0,414.0,195.0
497,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_497.txt,83.0,83.0,83.0,83.0,0.0,-145.0,0.0,-145.0,83.0,83.0,83.0,-62.0,False,128.0,13.0,40194.0,457.0,175.0,18963.0,364.0,63.0
498,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_498.txt,0.0,-119.0,0.0,-119.0,0.0,-131.0,0.0,-131.0,0.0,-119.0,0.0,-250.0,True,128.0,16.0,46995.0,436.0,195.0,46995.0,436.0,195.0
499,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_499.txt,96.0,96.0,96.0,96.0,0.0,-195.0,0.0,-195.0,96.0,96.0,96.0,-99.0,False,128.0,12.0,86198.0,591.0,280.0,59780.0,501.0,196.0
500,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_500.txt,0.0,-2.0,0.0,-2.0,0.0,-178.0,0.0,-178.0,0.0,-2.0,0.0,-180.0,True,128.0,14.0,44772.0,428.0,196.0,44492.0,423.0,196.0
